Date,pm25_daily_mean,pm25_daily_mean_interpolated,was_interpolated,high_pm25_day,year,month,season,temperature_2m_mean,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,cloud_cover_mean,wind_gusts_10m_max,et0_fao_evapotranspiration,wind_direction_sin,wind_direction_cos
2021-05-11,5.374416666666666,5.374416666666666,False,0,2021,5,Spring,9.9,77.0,6.0,5.8,12.4,160.0,1005.2,16.38,43.0,38.2,2.31,0.3420201433256689,-0.9396926207859083
2021-05-12,6.486791666666666,6.486791666666666,False,0,2021,5,Spring,10.2,82.0,7.0,3.8,6.7,183.0,1006.9,21.12,54.0,31.3,2.82,-0.052335956242943564,-0.9986295347545738
2021-05-13,9.868458333333333,9.868458333333333,False,0,2021,5,Spring,11.4,77.0,7.4,1.0,9.4,50.0,1008.5,15.03,96.0,29.5,2.43,0.766044443118978,0.6427876096865394
2021-05-14,9.435875000000001,9.435875000000001,False,0,2021,5,Spring,10.2,73.0,5.4,0.2,7.0,70.0,1009.5,15.53,83.0,22.0,2.34,0.9396926207859083,0.3420201433256688
2021-05-15,13.875875,13.875875,False,0,2021,5,Spring,10.1,81.0,6.9,5.7,9.2,117.0,1000.4,8.0,95.0,30.6,1.39,0.8910065241883679,-0.4539904997395467
2021-05-16,5.9562083333333335,5.9562083333333335,False,0,2021,5,Spring,10.6,80.0,7.1,6.6,6.7,148.0,996.8,17.89,74.0,26.3,2.59,0.5299192642332049,-0.848048096156426
2021-05-17,8.182,8.182,False,0,2021,5,Spring,9.8,83.0,6.9,8.9,10.4,290.0,1004.8,17.02,63.0,42.5,2.26,-0.9396926207859083,0.342020143325669
2021-05-18,3.9565,3.9565,False,0,2021,5,Spring,10.2,77.0,6.2,1.3,8.9,260.0,1011.7,21.19,55.0,33.5,2.97,-0.984807753012208,-0.17364817766693033
2021-05-19,5.933583333333334,5.933583333333334,False,0,2021,5,Spring,10.1,76.0,6.0,3.1,9.6,282.0,1017.4,21.61,39.0,40.0,2.87,-0.9781476007338056,0.20791169081775943
2021-05-20,4.2915833333333335,4.2915833333333335,False,0,2021,5,Spring,9.2,83.0,6.4,8.9,20.3,162.0,1007.1,5.7,99.0,59.8,1.25,0.3090169943749475,-0.9510565162951535
2021-05-21,2.5412916666666665,2.5412916666666665,False,0,2021,5,Spring,10.7,89.0,8.9,16.3,22.2,214.0,987.8,5.01,98.0,53.6,1.04,-0.5591929034707467,-0.8290375725550418
2021-05-22,3.5387500000000003,3.5387500000000003,False,0,2021,5,Spring,8.6,73.0,3.8,1.5,14.2,296.0,1002.4,16.94,68.0,43.2,2.44,-0.898794046299167,0.4383711467890774
2021-05-23,4.281625,4.281625,False,0,2021,5,Spring,8.7,78.0,5.0,7.2,18.8,179.0,1003.2,12.84,96.0,62.6,1.99,0.01745240643728344,-0.9998476951563913
2021-05-24,4.574458333333333,4.574458333333333,False,0,2021,5,Spring,9.1,81.0,6.0,2.3,11.9,235.0,1001.6,15.1,73.0,30.6,2.1,-0.8191520442889916,-0.5735764363510464
2021-05-25,6.132124999999999,6.132124999999999,False,0,2021,5,Spring,10.1,81.0,6.9,3.2,19.5,281.0,1011.3,15.67,81.0,53.3,2.11,-0.9816271834476639,0.1908089953765451
2021-05-26,5.252458333333333,5.252458333333333,False,0,2021,5,Spring,9.8,84.0,7.0,1.8,9.9,306.0,1015.1,9.57,67.0,34.6,1.52,-0.8090169943749476,0.5877852522924729
2021-05-27,10.066875,10.066875,False,0,2021,5,Spring,11.8,77.0,7.5,0.1,4.9,186.0,1019.8,21.01,79.0,24.8,3.33,-0.1045284632676535,-0.9945218953682733
2021-05-28,15.237958333333333,15.237958333333333,False,1,2021,5,Spring,13.5,78.0,9.5,0.4,4.2,40.0,1022.9,11.97,94.0,17.6,2.11,0.6427876096865393,0.766044443118978
2021-05-29,13.103416666666668,13.103416666666668,False,0,2021,5,Spring,14.3,78.0,10.3,0.6,4.5,107.0,1027.2,14.81,54.0,20.9,2.52,0.9563047559630355,-0.29237170472273666
2021-05-30,8.008083333333333,8.008083333333333,False,0,2021,5,Spring,14.9,68.0,8.5,0.0,8.1,99.0,1028.2,28.77,4.0,24.5,4.67,0.9876883405951378,-0.1564344650402308
2021-05-31,11.510458333333332,11.510458333333332,False,0,2021,5,Spring,14.7,72.0,9.5,0.0,11.1,124.0,1022.0,27.72,24.0,37.4,4.48,0.8290375725550417,-0.5591929034707467
2021-06-01,10.770541666666666,10.770541666666666,False,0,2021,6,Summer,18.1,63.0,10.5,0.0,14.1,110.0,1016.1,25.91,56.0,35.3,5.11,0.9396926207859084,-0.3420201433256687
2021-06-02,14.402583333333332,14.402583333333332,False,0,2021,6,Summer,18.0,64.0,11.0,0.0,19.7,78.0,1013.9,25.77,72.0,47.2,5.14,0.9781476007338056,0.20791169081775945
2021-06-03,15.189666666666668,15.189666666666668,False,1,2021,6,Summer,16.6,78.0,12.7,3.7,12.2,73.0,1017.2,17.01,85.0,37.4,3.14,0.9563047559630354,0.29237170472273677
2021-06-04,5.660416666666666,5.660416666666666,False,0,2021,6,Summer,14.3,67.0,7.9,0.0,4.5,285.0,1023.2,24.47,73.0,19.4,3.83,-0.9659258262890684,0.2588190451025203
2021-06-05,6.940916666666666,6.940916666666666,False,0,2021,6,Summer,15.2,69.0,9.1,0.0,6.8,250.0,1023.8,26.59,42.0,28.4,4.48,-0.9396926207859084,-0.34202014332566855
2021-06-06,5.107166666666667,5.107166666666667,False,0,2021,6,Summer,15.7,77.0,11.5,0.6,5.5,305.0,1024.5,14.32,78.0,21.2,2.56,-0.8191520442889918,0.573576436351046
2021-06-07,7.708375,7.708375,False,0,2021,6,Summer,16.2,77.0,11.7,6.3,8.3,231.0,1022.6,20.38,80.0,35.3,3.54,-0.7771459614569706,-0.6293203910498378
2021-06-08,5.759708333333333,5.759708333333333,False,0,2021,6,Summer,16.2,69.0,10.0,0.0,7.0,226.0,1022.3,28.03,66.0,25.2,4.63,-0.7193398003386512,-0.6946583704589973
2021-06-09,4.542041666666667,4.542041666666667,False,0,2021,6,Summer,17.6,72.0,12.3,0.1,11.4,206.0,1019.7,19.29,52.0,39.6,3.71,-0.43837114678907746,-0.8987940462991669
2021-06-10,3.239125,3.239125,False,0,2021,6,Summer,18.9,74.0,14.0,0.7,15.2,209.0,1017.9,14.86,78.0,39.2,3.25,-0.48480962024633695,-0.8746197071393959
2021-06-11,5.2045,5.2045,False,0,2021,6,Summer,16.9,76.0,12.6,0.7,16.0,243.0,1017.3,10.17,97.0,41.0,2.36,-0.8910065241883678,-0.4539904997395469
2021-06-12,6.161625,6.161625,False,0,2021,6,Summer,14.5,72.0,9.2,0.0,12.4,280.0,1023.5,25.04,55.0,40.3,3.91,-0.9848077530122081,0.17364817766692997
2021-06-13,5.312458333333333,5.312458333333333,False,0,2021,6,Summer,17.9,74.0,13.1,0.2,5.3,216.0,1025.4,17.23,68.0,23.8,3.17,-0.587785252292473,-0.8090169943749476
2021-06-14,5.607333333333333,5.607333333333333,False,0,2021,6,Summer,15.5,76.0,11.0,1.7,12.4,273.0,1021.3,15.31,85.0,39.2,2.78,-0.9986295347545738,0.052335956242943946
2021-06-15,8.146666666666667,8.146666666666667,False,0,2021,6,Summer,15.4,68.0,8.9,0.0,7.3,190.0,1020.7,24.89,59.0,30.6,4.3,-0.17364817766693047,-0.984807753012208
2021-06-16,4.414291666666666,4.414291666666666,False,0,2021,6,Summer,17.4,69.0,11.4,0.2,10.3,231.0,1011.2,23.49,43.0,30.2,4.2,-0.7771459614569706,-0.6293203910498378
2021-06-17,5.50225,5.50225,False,0,2021,6,Summer,16.1,69.0,10.2,1.1,9.2,310.0,1012.2,16.11,91.0,32.4,3.16,-0.7660444431189781,0.6427876096865393
2021-06-18,6.7294583333333335,6.7294583333333335,False,0,2021,6,Summer,14.4,73.0,9.5,0.0,9.9,47.0,1016.6,11.24,98.0,31.0,2.3,0.7313537016191705,0.6819983600624985
2021-06-19,6.590083333333333,6.590083333333333,False,0,2021,6,Summer,14.9,70.0,9.1,0.3,9.5,120.0,1014.4,21.38,72.0,33.8,3.77,0.8660254037844387,-0.4999999999999998
2021-06-20,8.743166666666667,8.743166666666667,False,0,2021,6,Summer,13.4,72.0,8.2,3.6,11.3,67.0,1011.0,11.6,85.0,34.9,2.36,0.9205048534524404,0.3907311284892737
2021-06-21,9.121583333333334,9.121583333333334,False,0,2021,6,Summer,12.4,73.0,7.5,0.4,13.5,47.0,1015.9,12.63,92.0,39.6,2.48,0.7313537016191705,0.6819983600624985
2021-06-22,9.683666666666666,9.683666666666666,False,0,2021,6,Summer,12.8,64.0,5.7,0.0,9.1,359.0,1022.8,21.14,52.0,30.6,3.57,-0.01745240643728356,0.9998476951563913
2021-06-23,10.364666666666666,10.364666666666666,False,0,2021,6,Summer,12.6,80.0,9.2,0.1,7.6,284.0,1024.2,12.8,63.0,28.8,2.16,-0.9702957262759966,0.24192189559966745
2021-06-24,7.624875,7.624875,False,0,2021,6,Summer,15.9,85.0,13.3,7.1,9.8,272.0,1021.1,13.09,93.0,44.6,2.3,-0.9993908270190958,0.03489949670250128
2021-06-25,4.798625,4.798625,False,0,2021,6,Summer,13.5,83.0,10.5,6.5,15.5,15.0,1016.7,9.8,100.0,51.5,1.85,0.25881904510252074,0.9659258262890683
2021-06-26,5.5945,5.5945,False,0,2021,6,Summer,15.2,72.0,9.8,0.0,10.6,54.0,1019.6,21.95,44.0,32.0,3.74,0.8090169943749475,0.5877852522924731
2021-06-27,6.656916666666667,6.656916666666667,False,0,2021,6,Summer,16.0,75.0,11.4,0.0,14.8,66.0,1019.0,20.5,59.0,40.3,3.55,0.9135454576426009,0.4067366430758002
2021-06-28,7.762416666666667,7.762416666666667,False,0,2021,6,Summer,16.1,78.0,12.1,1.2,8.7,65.0,1016.8,14.85,78.0,30.6,2.67,0.9063077870366499,0.42261826174069944
2021-06-29,10.005916666666666,10.005916666666666,False,0,2021,6,Summer,17.8,72.0,12.2,1.2,8.7,47.0,1016.6,22.99,70.0,32.0,4.21,0.7313537016191705,0.6819983600624985
2021-06-30,12.189181818181817,12.189181818181817,False,0,2021,6,Summer,15.9,74.0,11.1,0.6,9.4,43.0,1017.6,16.4,80.0,24.5,3.04,0.6819983600624985,0.7313537016191705
2021-07-01,10.967041666666667,10.967041666666667,False,0,2021,7,Summer,16.6,66.0,10.0,0.0,6.8,345.0,1017.9,21.34,85.0,31.7,3.89,-0.2588190451025207,0.9659258262890683
2021-07-02,15.536625,15.536625,False,1,2021,7,Summer,16.4,78.0,12.3,0.0,4.1,190.0,1015.8,14.41,88.0,23.8,2.54,-0.17364817766693047,-0.984807753012208
2021-07-03,10.514041666666666,10.514041666666666,False,0,2021,7,Summer,17.4,82.0,14.2,7.5,8.5,149.0,1010.5,10.85,94.0,31.0,2.09,0.5150380749100544,-0.8571673007021122
2021-07-04,4.2345,4.2345,False,0,2021,7,Summer,16.6,87.0,14.4,10.9,6.7,177.0,1005.3,12.58,86.0,26.3,2.16,0.05233595624294381,-0.9986295347545738
2021-07-05,5.1887083333333335,5.1887083333333335,False,0,2021,7,Summer,15.3,81.0,12.0,11.5,9.6,221.0,1002.2,16.02,95.0,33.8,2.68,-0.656059028990507,-0.7547095802227721
2021-07-06,3.625291666666667,3.625291666666667,False,0,2021,7,Summer,14.3,84.0,11.5,21.2,14.2,281.0,996.3,12.25,97.0,46.8,2.08,-0.9816271834476639,0.1908089953765451
2021-07-07,5.988625,5.988625,False,0,2021,7,Summer,16.0,85.0,13.4,2.7,10.4,237.0,1008.1,13.98,94.0,29.2,2.44,-0.838670567945424,-0.544639035015027
2021-07-08,8.436625000000001,8.436625000000001,False,0,2021,7,Summer,15.7,81.0,12.3,1.5,8.4,273.0,1018.4,20.4,40.0,28.8,3.33,-0.9986295347545738,0.052335956242943946
2021-07-09,8.755916666666666,8.755916666666666,False,0,2021,7,Summer,16.2,80.0,12.6,0.0,4.1,184.0,1020.6,16.97,67.0,19.1,2.93,-0.06975647374412527,-0.9975640502598242
2021-07-10,12.330041666666666,12.330041666666666,False,0,2021,7,Summer,17.6,83.0,14.7,5.3,5.2,127.0,1015.3,16.31,72.0,25.6,2.82,0.7986355100472927,-0.6018150231520484
2021-07-11,8.758833333333333,8.758833333333333,False,0,2021,7,Summer,16.9,81.0,13.4,0.8,8.2,166.0,1013.7,16.39,74.0,32.8,2.94,0.24192189559966773,-0.9702957262759965
2021-07-12,5.690874999999999,5.690874999999999,False,0,2021,7,Summer,16.1,88.0,14.1,9.8,4.0,306.0,1012.0,8.1,99.0,17.3,1.52,-0.8090169943749476,0.5877852522924729
2021-07-13,5.417625,5.417625,False,0,2021,7,Summer,17.8,80.0,14.0,1.4,9.3,322.0,1015.8,19.94,66.0,33.5,3.52,-0.6156614753256582,0.788010753606722
2021-07-14,5.053041666666666,5.053041666666666,False,0,2021,7,Summer,17.0,80.0,13.3,0.0,11.5,296.0,1019.5,20.1,62.0,36.4,3.43,-0.898794046299167,0.4383711467890774
2021-07-15,6.492875000000001,6.492875000000001,False,0,2021,7,Summer,18.1,78.0,13.9,0.0,8.8,301.0,1023.4,22.58,37.0,31.3,4.0,-0.8571673007021123,0.5150380749100542
2021-07-16,8.114125,8.114125,False,0,2021,7,Summer,18.6,81.0,14.8,0.0,7.4,292.0,1027.7,23.64,36.0,32.8,4.21,-0.9271838545667874,0.37460659341591196
2021-07-17,7.381125,7.381125,False,0,2021,7,Summer,20.2,79.0,16.2,0.0,6.2,283.0,1029.0,27.37,17.0,27.4,4.94,-0.9743700647852352,0.22495105434386492
2021-07-18,8.434625,8.434625,False,0,2021,7,Summer,20.5,78.0,16.1,0.0,6.2,282.0,1025.5,26.81,22.0,32.4,4.91,-0.9781476007338056,0.20791169081775943
2021-07-19,7.099083333333334,7.099083333333334,False,0,2021,7,Summer,20.6,77.0,16.1,0.4,5.0,318.0,1021.7,24.74,10.0,24.5,4.54,-0.6691306063588581,0.7431448254773942
2021-07-20,9.1805,9.1805,False,0,2021,7,Summer,21.0,75.0,15.9,0.0,6.3,317.0,1020.2,26.87,11.0,28.8,5.02,-0.6819983600624983,0.7313537016191707
2021-07-21,14.144125,14.144125,False,0,2021,7,Summer,21.5,75.0,16.5,0.2,4.6,105.0,1023.0,22.38,18.0,18.7,4.17,0.9659258262890683,-0.25881904510252085
2021-07-22,14.6865,14.6865,False,0,2021,7,Summer,22.5,71.0,16.3,0.0,4.4,83.0,1022.6,24.43,18.0,22.0,4.75,0.992546151641322,0.12186934340514749
2021-07-23,12.0785,12.0785,False,0,2021,7,Summer,19.9,74.0,14.9,0.0,12.2,81.0,1017.8,23.36,68.0,33.8,4.3,0.9876883405951378,0.15643446504023092
2021-07-24,9.837958333333333,9.837958333333333,False,0,2021,7,Summer,17.4,70.0,11.6,0.0,12.6,68.0,1011.6,19.16,85.0,37.8,3.6,0.9271838545667874,0.37460659341591196
2021-07-25,9.185291666666666,9.185291666666666,False,0,2021,7,Summer,18.0,71.0,12.4,0.0,7.9,40.0,1009.6,16.71,88.0,28.8,3.24,0.6427876096865393,0.766044443118978
2021-07-26,12.442,12.442,False,0,2021,7,Summer,18.4,77.0,14.0,0.1,7.4,249.0,1009.3,16.77,68.0,26.6,3.15,-0.9335804264972016,-0.3583679495453007
2021-07-27,17.148333333333333,17.148333333333333,False,1,2021,7,Summer,16.7,87.0,14.4,3.1,5.2,251.0,1007.4,12.43,87.0,31.7,2.17,-0.9455185755993168,-0.32556815445715664
2021-07-28,5.726333333333333,5.726333333333333,False,0,2021,7,Summer,15.2,81.0,11.8,14.1,13.6,248.0,1003.9,15.6,86.0,46.4,2.63,-0.9271838545667873,-0.3746065934159123
2021-07-29,5.320333333333333,5.320333333333333,False,0,2021,7,Summer,14.3,80.0,10.9,2.6,19.9,260.0,1006.3,6.52,87.0,58.0,1.64,-0.984807753012208,-0.17364817766693033
2021-07-30,5.2839583333333335,5.2839583333333335,False,0,2021,7,Summer,14.3,86.0,12.0,12.7,13.2,16.0,1003.2,7.54,98.0,42.1,1.44,0.27563735581699916,0.9612616959383189
2021-07-31,7.543291666666666,7.543291666666666,False,0,2021,7,Summer,15.5,84.0,12.8,2.5,13.2,281.0,1007.8,9.8,92.0,34.2,1.83,-0.9816271834476639,0.1908089953765451
2021-08-01,8.590833333333334,8.590833333333334,False,0,2021,8,Summer,15.4,76.0,10.9,1.3,6.7,21.0,1011.5,17.23,66.0,31.3,2.81,0.35836794954530027,0.9335804264972017
2021-08-02,6.2647916666666665,6.2647916666666665,False,0,2021,8,Summer,14.5,78.0,10.5,0.3,7.3,262.0,1014.7,16.76,58.0,27.4,2.7,-0.9902680687415703,-0.13917310096006583
2021-08-03,8.094541666666666,8.094541666666666,False,0,2021,8,Summer,14.4,76.0,10.0,0.1,4.6,31.0,1013.3,20.52,51.0,19.8,3.3,0.5150380749100542,0.8571673007021123
2021-08-04,10.829500000000001,10.829500000000001,False,0,2021,8,Summer,16.0,79.0,12.2,1.5,5.5,129.0,1012.1,20.06,40.0,31.3,3.33,0.777145961456971,-0.6293203910498373
2021-08-05,6.918291666666666,6.918291666666666,False,0,2021,8,Summer,16.2,79.0,12.4,5.0,16.3,147.0,1002.1,12.96,81.0,55.4,2.49,0.5446390350150273,-0.8386705679454239
2021-08-06,4.85175,4.85175,False,0,2021,8,Summer,15.9,85.0,13.2,13.7,14.3,207.0,993.6,9.55,82.0,50.4,1.79,-0.4539904997395467,-0.8910065241883679
2021-08-07,5.5837916666666665,5.5837916666666665,False,0,2021,8,Summer,14.8,84.0,12.1,13.1,18.9,186.0,993.7,9.27,86.0,48.2,1.75,-0.1045284632676535,-0.9945218953682733
2021-08-08,5.446166666666667,5.446166666666667,False,0,2021,8,Summer,15.3,86.0,13.0,16.6,20.5,238.0,999.9,10.13,88.0,56.9,1.78,-0.848048096156426,-0.529919264233205
2021-08-09,6.40525,6.40525,False,0,2021,8,Summer,15.3,79.0,11.3,2.1,11.0,220.0,1008.5,17.09,49.0,30.2,2.85,-0.6427876096865393,-0.766044443118978
2021-08-10,6.677625,6.677625,False,0,2021,8,Summer,15.9,82.0,12.6,4.8,10.8,243.0,1013.4,17.45,69.0,32.4,2.82,-0.8910065241883678,-0.4539904997395469
2021-08-11,6.538,6.538,False,0,2021,8,Summer,16.7,82.0,13.5,2.7,13.4,190.0,1015.3,11.1,88.0,42.8,2.15,-0.17364817766693047,-0.984807753012208
2021-08-12,6.781791666666667,6.781791666666667,False,0,2021,8,Summer,15.9,74.0,10.9,0.1,12.9,204.0,1015.4,18.96,70.0,42.1,3.4,-0.4067366430758002,-0.9135454576426009
2021-08-13,7.40275,7.40275,False,0,2021,8,Summer,16.3,73.0,11.1,0.1,19.2,227.0,1016.9,17.72,45.0,55.1,3.36,-0.7313537016191705,-0.6819983600624986
2021-08-14,8.842291666666666,8.842291666666666,False,0,2021,8,Summer,15.2,84.0,12.5,2.1,9.8,231.0,1017.8,7.89,86.0,34.9,1.55,-0.7771459614569706,-0.6293203910498378
2021-08-15,5.987625,5.987625,False,0,2021,8,Summer,15.9,86.0,13.5,5.0,11.6,255.0,1011.9,9.87,79.0,34.6,1.78,-0.9659258262890683,-0.25881904510252063
2021-08-16,14.558833333333332,14.558833333333332,False,0,2021,8,Summer,14.6,77.0,10.6,2.0,19.3,297.0,1016.4,10.92,80.0,46.8,2.21,-0.891006524188368,0.45399049973954664
2021-08-17,4.303375,4.303375,False,0,2021,8,Summer,15.3,86.0,12.9,2.9,19.8,282.0,1018.4,5.97,99.0,51.5,1.36,-0.9781476007338056,0.20791169081775943
2021-08-18,5.227083333333334,5.227083333333334,False,0,2021,8,Summer,15.4,85.0,12.9,1.2,16.7,277.0,1016.3,6.33,99.0,42.8,1.38,-0.992546151641322,0.12186934340514768
2021-08-19,7.591375,7.591375,False,0,2021,8,Summer,16.1,86.0,13.7,2.9,9.6,237.0,1012.6,10.13,93.0,30.2,1.73,-0.838670567945424,-0.544639035015027
2021-08-20,5.581875,5.581875,False,0,2021,8,Summer,17.5,84.0,14.7,0.4,7.4,185.0,1014.3,10.87,94.0,25.2,2.07,-0.08715574274765794,-0.9961946980917455
2021-08-21,5.185708333333333,5.185708333333333,False,0,2021,8,Summer,17.1,89.0,15.3,8.3,7.5,163.0,1014.3,6.49,98.0,27.4,1.26,0.2923717047227366,-0.9563047559630355
2021-08-22,4.977416666666667,4.977416666666667,False,0,2021,8,Summer,16.9,88.0,14.9,3.4,8.0,289.0,1019.3,13.52,81.0,33.1,2.18,-0.945518575599317,0.3255681544571563
2021-08-23,6.5672727272727265,6.5672727272727265,False,0,2021,8,Summer,17.1,80.0,13.3,0.1,7.2,54.0,1029.2,15.43,72.0,26.6,2.73,0.8090169943749475,0.5877852522924731
2021-08-24,7.021541666666667,7.021541666666667,False,0,2021,8,Summer,15.9,81.0,12.4,0.0,7.8,58.0,1031.8,15.22,60.0,27.4,2.56,0.848048096156426,0.5299192642332049
2021-08-25,9.351458333333333,9.351458333333333,False,0,2021,8,Summer,16.4,83.0,13.3,0.0,6.9,50.0,1027.6,15.45,62.0,21.2,2.54,0.766044443118978,0.6427876096865394
2021-08-26,7.447875,7.447875,False,0,2021,8,Summer,15.6,77.0,11.5,0.0,10.3,40.0,1024.2,17.26,49.0,31.3,2.83,0.6427876096865393,0.766044443118978
2021-08-27,6.705958333333334,6.705958333333334,False,0,2021,8,Summer,13.7,78.0,9.7,0.1,8.4,27.0,1025.5,11.61,60.0,24.5,2.08,0.45399049973954675,0.8910065241883679
2021-08-28,7.976791666666667,7.976791666666667,False,0,2021,8,Summer,14.6,79.0,10.7,0.0,6.6,358.0,1027.9,17.43,45.0,20.5,2.84,-0.034899496702500823,0.9993908270190958
2021-08-29,9.486125,9.486125,False,0,2021,8,Summer,14.5,78.0,10.4,0.0,10.1,43.0,1027.4,17.13,49.0,33.5,2.77,0.6819983600624985,0.7313537016191705
2021-08-30,5.839291666666667,5.839291666666667,False,0,2021,8,Summer,14.6,78.0,10.7,0.0,11.7,38.0,1028.7,13.62,66.0,32.8,2.35,0.6156614753256583,0.7880107536067219
2021-08-31,6.512291666666666,6.512291666666666,False,0,2021,8,Summer,14.3,76.0,10.0,0.0,12.7,39.0,1032.1,11.33,81.0,37.1,2.07,0.6293203910498374,0.7771459614569709
2021-09-01,11.185166666666667,11.185166666666667,False,0,2021,9,Autumn,14.4,80.0,10.8,0.2,11.4,35.0,1033.4,9.18,73.0,32.8,1.86,0.573576436351046,0.8191520442889918
2021-09-02,10.685,10.685,False,0,2021,9,Autumn,15.1,77.0,11.0,0.0,10.6,54.0,1030.5,14.36,59.0,33.1,2.45,0.8090169943749475,0.5877852522924731
2021-09-03,13.375666666666667,13.375666666666667,False,0,2021,9,Autumn,14.7,78.0,10.8,0.1,9.6,65.0,1024.4,9.65,89.0,27.0,1.79,0.9063077870366499,0.42261826174069944
2021-09-04,14.372166666666667,14.372166666666667,False,0,2021,9,Autumn,15.1,76.0,10.7,0.2,10.9,88.0,1020.3,9.92,90.0,24.5,2.0,0.9993908270190958,0.03489949670250108
2021-09-05,13.606583333333333,13.606583333333333,False,0,2021,9,Autumn,17.5,75.0,12.7,0.2,9.4,122.0,1021.0,13.73,78.0,26.6,2.63,0.8480480961564261,-0.5299192642332048
2021-09-06,26.081166666666665,26.081166666666665,False,1,2021,9,Autumn,18.6,81.0,15.2,0.5,5.2,216.0,1022.7,13.89,80.0,23.0,2.42,-0.587785252292473,-0.8090169943749476
2021-09-07,25.28708333333333,25.28708333333333,False,1,2021,9,Autumn,19.9,80.0,16.1,0.0,4.4,116.0,1020.7,17.83,7.0,18.0,3.22,0.8987940462991669,-0.4383711467890775
2021-09-08,14.326833333333333,14.326833333333333,False,0,2021,9,Autumn,21.8,63.0,14.3,0.0,11.5,110.0,1013.0,17.12,44.0,30.6,3.97,0.9396926207859084,-0.3420201433256687
2021-09-09,14.307250000000002,14.307250000000002,False,0,2021,9,Autumn,19.5,77.0,15.1,1.2,6.0,151.0,1006.6,12.97,76.0,26.6,2.48,0.48480962024633717,-0.8746197071393957
2021-09-10,9.232583333333332,9.232583333333332,False,0,2021,9,Autumn,18.0,88.0,15.9,6.4,7.4,221.0,1008.3,10.32,71.0,24.1,1.84,-0.656059028990507,-0.7547095802227721
2021-09-11,6.429791666666667,6.429791666666667,False,0,2021,9,Autumn,16.6,87.0,14.3,0.6,13.8,265.0,1014.6,9.41,89.0,44.3,1.67,-0.9961946980917455,-0.08715574274765825
2021-09-12,5.802,5.802,False,0,2021,9,Autumn,14.5,88.0,12.4,2.5,4.6,134.0,1019.1,3.59,96.0,23.4,0.81,0.7193398003386511,-0.6946583704589974
2021-09-13,7.405708333333333,7.405708333333333,False,0,2021,9,Autumn,14.6,82.0,11.5,2.6,12.6,92.0,1018.4,4.46,98.0,29.5,1.24,0.9993908270190958,-0.034899496702500955
2021-09-14,6.710833333333333,6.710833333333333,False,0,2021,9,Autumn,14.8,84.0,12.1,3.0,10.9,66.0,1014.0,8.42,77.0,33.5,1.49,0.9135454576426009,0.4067366430758002
2021-09-15,,7.483930555555555,True,0,2021,9,Autumn,14.3,85.0,11.6,0.0,5.5,304.0,1014.7,11.7,67.0,22.3,1.91,-0.8290375725550416,0.559192903470747
2021-09-16,,8.257027777777777,True,0,2021,9,Autumn,15.2,84.0,12.5,0.5,6.4,246.0,1016.3,11.4,65.0,27.0,1.88,-0.913545457642601,-0.4067366430758001
2021-09-17,9.030125,9.030125,False,0,2021,9,Autumn,15.4,79.0,11.6,0.0,10.4,169.0,1012.8,9.89,90.0,36.4,1.92,0.19080899537654497,-0.981627183447664
2021-09-18,9.283708333333333,9.283708333333333,False,0,2021,9,Autumn,17.1,75.0,12.5,0.0,7.6,163.0,1013.2,12.57,55.0,24.1,2.27,0.2923717047227366,-0.9563047559630355
2021-09-19,6.106750000000001,6.106750000000001,False,0,2021,9,Autumn,15.1,83.0,12.2,2.8,8.5,250.0,1014.6,9.49,68.0,33.5,1.66,-0.9396926207859084,-0.34202014332566855
2021-09-20,9.182333333333334,9.182333333333334,False,0,2021,9,Autumn,13.5,80.0,9.8,0.0,7.4,306.0,1024.1,15.0,34.0,31.0,2.36,-0.8090169943749476,0.5877852522924729
2021-09-21,8.752,8.752,False,0,2021,9,Autumn,14.8,83.0,11.7,0.0,7.1,271.0,1029.7,11.7,96.0,23.8,1.9,-0.9998476951563913,0.01745240643728313
2021-09-22,7.756583333333334,7.756583333333334,False,0,2021,9,Autumn,14.3,82.0,11.0,0.0,11.8,237.0,1026.0,9.17,76.0,37.8,1.86,-0.838670567945424,-0.544639035015027
2021-09-23,7.565916666666666,7.565916666666666,False,0,2021,9,Autumn,15.5,80.0,12.1,0.6,16.8,260.0,1018.7,5.75,92.0,45.4,1.46,-0.984807753012208,-0.17364817766693033
2021-09-24,7.369458333333333,7.369458333333333,False,0,2021,9,Autumn,16.1,86.0,13.8,0.4,15.3,248.0,1014.1,4.71,82.0,52.9,1.16,-0.9271838545667873,-0.3746065934159123
2021-09-25,8.252875,8.252875,False,0,2021,9,Autumn,17.5,90.0,15.7,0.4,8.0,202.0,1012.7,4.42,96.0,23.4,0.91,-0.374606593415912,-0.9271838545667874
2021-09-26,8.347125,8.347125,False,0,2021,9,Autumn,16.7,81.0,13.2,0.2,14.1,179.0,1008.5,8.44,69.0,41.8,1.79,0.01745240643728344,-0.9998476951563913
2021-09-27,3.7853333333333334,3.7853333333333334,False,0,2021,9,Autumn,14.2,74.0,9.4,19.2,22.1,210.0,1005.4,7.18,70.0,59.0,1.97,-0.5000000000000001,-0.8660254037844386
